"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÃˆFON RESP. 1","05_MÃ’BIL RESP. 1","06_ADREÃ‡A ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÃˆFON RESP. 2","09_MÃ’BIL RESP. 2","10_ADREÃ‡A ELECTR. RESP. 2","11_ADREÃ‡A","12_LOCALITAT","13_CORREU ELECTRÃ’NIC","14_ALTRES TELÃˆFONS","15_CENTRE PROCEDÃˆNCIA","16_GRUPSCLASSE"
"1","42213831774","Macias Bertran, Queralt","11/01/1995","Rosell Puig, Lucas","+34 XXXXXXX","+34 XXXXXXX","c/ del General Daniela Sierra Mateo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Daniela Sierra Mateo","L'Armentera","queralt@mailintaor.com","","La Salle","CFI1A"
"1","62266806840","Maldonado Sole, Gerard","07/01/1997","Prieto Lozano, Pau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Naiara Pallares Gil","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Naiara Pallares Gil","L'Armentera","gerard@mailintaor.com","","La Salle","CFI1A"
"1","45790987435","Rodriguez Palacios, Pablo","28/03/1998","Sanz Aranda, Nerea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pau Morales Torrent","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Pau Morales Torrent","L'Armentera","pablo@mailintaor.com","","La Salle","CFI1A"
"1","42190161643","Mesa Benito, Miquel","10/06/1993","Santamaria Font, Carla","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nil Mir Acosta","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Nil Mir Acosta","L'Armentera","miquel@mailintaor.com","","La Salle","CFI1A"
"1","55640561810","Medina Avila, Álvaro","04/12/1991","Valle Montero, David","+34 XXXXXXX","+34 XXXXXXX","c/ del General Naia Ferre Nadal","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Naia Ferre Nadal","L'Armentera","alvaro@mailintaor.com","","La Salle","CFI1A"
"1","82375110372","Barrera Galvez, Álvaro","26/03/1996","Font Alonso, Aya","+34 XXXXXXX","+34 XXXXXXX","c/ del General Helena Puig Rojas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Helena Puig Rojas","L'Armentera","alvaro@mailintaor.com","","La Salle","CFI1A"
"1","14641707576","Arroyo Galindo, Martina","10/02/1998","Ventura Moreno, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lola Aranda Pla","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Lola Aranda Pla","L'Armentera","martina@mailintaor.com","","La Salle","CFI1A"
"1","29238726878","Alsina Rius, Pablo","04/07/1990","Miranda Capdevila, José","+34 XXXXXXX","+34 XXXXXXX","c/ del General Noa Gimenez Valverde","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Noa Gimenez Valverde","L'Armentera","pablo@mailintaor.com","","La Salle","CFI1A"
"1","11683505416","Montoya Figueras, Leire","28/11/1996","Vazquez Gomez, Leire","+34 XXXXXXX","+34 XXXXXXX","c/ del General Miguel Galan Fuentes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leire@mailintaor.com","c/ de l'aviador Miguel Galan Fuentes","L'Armentera","leire@mailintaor.com","","La Salle","CFI1A"
"1","14022396111","Vega Izquierdo, Queralt","18/08/1998","Franco Pozo, Cristina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alan Esteban Lopez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Alan Esteban Lopez","L'Armentera","queralt@mailintaor.com","","La Salle","CFI1A"
"1","41592755877","Lozano Soriano, Mario","14/06/1998","Ponce Crespo, Miquel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bruno Gomez Macias","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Bruno Gomez Macias","L'Armentera","mario@mailintaor.com","","La Salle","CFI1A"
"1","77690760037","Alcaraz Pastor, Ainhoa","30/07/1992","Santos Pages, Oriol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergio Reina Beltran","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Sergio Reina Beltran","L'Armentera","ainhoa@mailintaor.com","","La Salle","CFI1A"
"1","23308022322","Padilla Plaza, Laura","18/04/1998","Beltran Blanch, Bruno","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martina Sole Pozo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Martina Sole Pozo","L'Armentera","laura@mailintaor.com","","La Salle","CFI2A"
"1","29875170900","Contreras Segura, Miquel","09/01/1992","Castillo Valls, Alan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Eloi Cuenca Soria","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Eloi Cuenca Soria","L'Armentera","miquel@mailintaor.com","","La Salle","CFI2A"
"1","37699147925","Cruz Galindo, Paula","28/07/1993","Dominguez Viñas, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martí Carreras Rius","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Martí Carreras Rius","L'Armentera","paula@mailintaor.com","","La Salle","CFI2A"
"1","18441178290","Casado Collado, Marwa","18/07/1995","Herrera Garcia, Mireia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Xavier Camps Puig","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Xavier Camps Puig","L'Armentera","marwa@mailintaor.com","","La Salle","CFI2A"
"1","45865530616","Casanovas Cabello, Alan","25/09/1995","Bravo Ruiz, Joan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Diego Arroyo Linares","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Diego Arroyo Linares","L'Armentera","alan@mailintaor.com","","La Salle","CFI2A"
"1","47443386722","Plaza Pastor, Pablo","16/11/1994","Herrera Guzman, Samuel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Mario Silva Nadal","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Mario Silva Nadal","L'Armentera","pablo@mailintaor.com","","La Salle","CFI2A"
"1","82581531225","Linares Cuevas, Ona","07/05/1996","Salas Herrera, Ayman","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lluc Casals Bueno","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Lluc Casals Bueno","L'Armentera","ona@mailintaor.com","","La Salle","CFI2A"
"1","95693008513","Sans Arias, Aleix","31/08/1993","Mateo Bautista, Salma","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ona Pages Cano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Ona Pages Cano","L'Armentera","aleix@mailintaor.com","","La Salle","CFI2A"
"1","78090923130","Collado Pardo, Quim","09/03/1994","Aranda Villanueva, Jaume","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ainhoa Comas Gonzalez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Ainhoa Comas Gonzalez","L'Armentera","quim@mailintaor.com","","La Salle","CFI2A"
"1","17763645494","Amaya Santamaria, Naia","01/08/1999","Castells Franco, Biel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laia Cabello Ramon","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Laia Cabello Ramon","L'Armentera","naia@mailintaor.com","","La Salle","CFI2A"
"1","48105686209","Blanch Romero, Marwa","04/08/1991","Herrera Mata, Naia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adriana Peña Valles","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Adriana Peña Valles","L'Armentera","marwa@mailintaor.com","","La Salle","CFI2A"
"1","39307726297","Farre Benitez, Martina","01/02/1994","Cano Morales, David","+34 XXXXXXX","+34 XXXXXXX","c/ del General Helena Merino Peña","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Helena Merino Peña","L'Armentera","martina@mailintaor.com","","La Salle","CFI2A"
"1","80897938749","Nadal Gomez, Aya","17/03/1994","Segura Borras, Arnau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aleix Reyes Sole","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Aleix Reyes Sole","L'Armentera","aya@mailintaor.com","","La Salle","CFI2A"
"1","53118773212","Bravo Garriga, Daniel","12/07/1993","Mas Sabate, Marwa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Axel Exposito Fuentes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Axel Exposito Fuentes","L'Armentera","daniel@mailintaor.com","","La Salle","CFA1A"
"1","27443725657","Cuevas Martos, Marwa","12/07/1996","Pla Arroyo, Víctor","+34 XXXXXXX","+34 XXXXXXX","c/ del General Andrea Bueno Tomas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Andrea Bueno Tomas","L'Armentera","marwa@mailintaor.com","","La Salle","CFA1A"
"1","58628866204","Bermudez Luque, Carla","13/09/1993","Gimenez Busquets, Ona","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marta Guerra Moya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Marta Guerra Moya","L'Armentera","carla@mailintaor.com","","La Salle","ESO1A"
"1","73213271428","Pastor Blasco, Paula","20/05/1991","Rubio Navas, Jan","+34 XXXXXXX","+34 XXXXXXX","c/ del General David Bonet Velasco","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador David Bonet Velasco","L'Armentera","paula@mailintaor.com","","La Salle","CFA1A"
"1","34015851974","Rius Parra, Nora","28/11/1994","Bertran Casas, Cristina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Blanca Zamora Moya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Blanca Zamora Moya","L'Armentera","nora@mailintaor.com","","La Salle","CFA1A"
"1","14939981906","Torrent Muñoz, Biel","12/09/1997","Abad Salvador, Adrià","+34 XXXXXXX","+34 XXXXXXX","c/ del General Cristina Vidal Pacheco","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Cristina Vidal Pacheco","L'Armentera","biel@mailintaor.com","","La Salle","CFA1A"
"1","41409826141","Pages Exposito, Jaume","16/03/1995","Simon Rueda, Sergi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Noa Luque Aparicio","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","sergi@mailintaor.com","c/ de l'aviador Noa Luque Aparicio","L'Armentera","jaume@mailintaor.com","","La Salle","CFA1A"
"1","46965639220","Jimenez Zamora, Mar","25/12/1996","Pardo Cardona, Jana","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alba Izquierdo Calvo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Alba Izquierdo Calvo","L'Armentera","mar@mailintaor.com","","La Salle","CFA1A"
"1","18453439800","Montes Pastor, Arnau","03/06/1993","Salvador Salas, Erik","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leire Mateu Mora","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Leire Mateu Mora","L'Armentera","arnau@mailintaor.com","","La Salle","CFA1A"
"1","38202606089","Paredes Marco, Hugo","04/01/1993","Reina Bonet, Valentina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leo Vazquez Bernal","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Leo Vazquez Bernal","L'Armentera","hugo@mailintaor.com","","La Salle","CFA1A"
"1","67767419854","Pallares Lozano, Bernat","09/06/1993","Santiago Caballero, Roc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Paula Pujol Oliver","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Paula Pujol Oliver","L'Armentera","bernat@mailintaor.com","","La Salle","CFA1A"
"1","82580761304","Ramos Ponce, Paula","20/05/1998","Hurtado Navas, Javier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pol Garriga Pastor","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Pol Garriga Pastor","L'Armentera","paula@mailintaor.com","","La Salle","CFA1A"
"1","19120660166","Robles Redondo, Nil","10/08/1991","Miranda Herrero, Naiara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martí Dominguez Puig","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Martí Dominguez Puig","L'Armentera","nil@mailintaor.com","","La Salle","CFA1A"
"1","67582778623","Diaz Abad, Marcos","29/11/1991","Font Oliva, Miguel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leyre Muñoz Ordoñez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Leyre Muñoz Ordoñez","L'Armentera","marcos@mailintaor.com","","La Salle","CFA1A"
"1","78720253843","Prat Piñol, Mohamed","02/10/1997","Bravo Quesada, Eva","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nora Gallego Castells","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Nora Gallego Castells","L'Armentera","mohamed@mailintaor.com","","La Salle","CFA1A"
"1","42415531618","Bernal Mesa, Elena","05/09/1990","Puig Iglesias, Clara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martí Duran Acosta","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Martí Duran Acosta","L'Armentera","elena@mailintaor.com","","La Salle","CFA1B"
"1","96640168205","Castro Quintana, Noa","07/12/1997","Vicente Cuenca, Ariadna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ivet Singh Casanova","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Ivet Singh Casanova","L'Armentera","noa@mailintaor.com","","La Salle","CFA1B"
"1","15848141189","Cabello Diez, Mohamed","16/06/1992","Alvarez Puig, Judit","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leo Carreras Cano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Leo Carreras Cano","L'Armentera","mohamed@mailintaor.com","","La Salle","CFA1B"
"1","14345571863","Andres Paredes, Eva","21/08/1996","Gimenez Sanz, Rayan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Álvaro Montes Guerrero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Álvaro Montes Guerrero","L'Armentera","eva@mailintaor.com","","La Salle","CFA1B"
"1","22581845634","Bernal Requena, Adam","21/09/1990","Camps Marin, Ferran","+34 XXXXXXX","+34 XXXXXXX","c/ del General Izan Robles Egea","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Izan Robles Egea","L'Armentera","adam@mailintaor.com","","La Salle","CFA1B"
"1","26250706831","Casado Busquets, Mohamed","08/09/1998","Flores Casado, Gabriel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Diego Diaz Martin","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Diego Diaz Martin","L'Armentera","mohamed@mailintaor.com","","La Salle","CFA1B"
"1","59485715300","Martinez Roman, Isaac","26/07/1999","Castillo Pla, Helena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laia Santiago Garrido","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Laia Santiago Garrido","L'Armentera","isaac@mailintaor.com","","La Salle","CFA1B"
"1","98990809171","Codina Pascual, Cristina","27/07/1994","Ventura Gallego, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joel Alsina Fuentes","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Joel Alsina Fuentes","L'Armentera","cristina@mailintaor.com","","La Salle","CFA1B"
"1","34787950548","Salas Manzano, Jana","06/05/1991","Mateu Martos, Daniel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adrián Ruiz Juan","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Adrián Ruiz Juan","L'Armentera","jana@mailintaor.com","","La Salle","CFA1B"
"1","24736495779","Sala Soriano, Aitor","06/01/1995","Collado Bermudez, Ian","+34 XXXXXXX","+34 XXXXXXX","c/ del General Paula Valles Villanueva","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Paula Valles Villanueva","L'Armentera","aitor@mailintaor.com","","La Salle","CFA1B"
"1","41394551447","Castillo Casanovas, Queralt","30/12/1995","Vives Blanch, Judit","+34 XXXXXXX","+34 XXXXXXX","c/ del General Salma Aguilar Pascual","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Salma Aguilar Pascual","L'Armentera","queralt@mailintaor.com","","La Salle","CFA1B"
"1","10861160246","Silva Soria, Joel","13/12/1994","Marcos Linares, Naia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marwa Vidal Gimenez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Marwa Vidal Gimenez","L'Armentera","joel@mailintaor.com","","La Salle","CFA1B"
"1","83736637909","Serra Bosch, Daniel","22/07/1992","Andreu Ribera, Mireia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergio Prats Velasco","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Sergio Prats Velasco","L'Armentera","daniel@mailintaor.com","","La Salle","CFA1B"
"1","50478028810","Paredes Lozano, Alan","09/11/1999","Bueno Singh, Pablo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Izan Prieto Alcaraz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Izan Prieto Alcaraz","L'Armentera","alan@mailintaor.com","","La Salle","CFA1B"
"1","93373522779","Asensio Bernal, Antonio","28/11/1990","Camps Castells, Samuel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adriana Marco Navarro","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Adriana Marco Navarro","L'Armentera","antonio@mailintaor.com","","La Salle","CFA1B"
"1","69801044825","Tomas Arias, Unai","28/02/1994","Arenas Nuñez, Nil","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lluc Vazquez Miralles","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Lluc Vazquez Miralles","L'Armentera","unai@mailintaor.com","","La Salle","CFA1B"
"1","22848611834","Pardo Carrillo, Ivet","30/12/1991","Cuenca Lopez, Alejandro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alejandro Sanz Serra","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Alejandro Sanz Serra","L'Armentera","ivet@mailintaor.com","","La Salle","CFA1B"
"1","23898214729","Carbonell Segura, Valentina","08/09/1990","Nuñez Benitez, Sergio","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pol Tomas Mas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Pol Tomas Mas","L'Armentera","valentina@mailintaor.com","","La Salle","CFA1B"
"1","18596495088","Soria Costa, Arlet","12/06/1994","Andreu Codina, Pablo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Judit Galan Montero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Judit Galan Montero","L'Armentera","arlet@mailintaor.com","","La Salle","CFA2A"
"1","33564514292","Martos Cortes, Víctor","19/07/1994","Carbonell Cuevas, Cristina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alan Segura Ponce","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Alan Segura Ponce","L'Armentera","victor@mailintaor.com","","La Salle","CFA2A"
"1","49498584356","Marco Juan, Ainhoa","24/12/1998","Espinosa Casanovas, Pau","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joel Palacios Juan","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Joel Palacios Juan","L'Armentera","ainhoa@mailintaor.com","","La Salle","CFA2A"
"1","96299149051","Fuentes Morales, Lucía","21/05/1996","Luque Piñol, Ayman","+34 XXXXXXX","+34 XXXXXXX","c/ del General Miguel Contreras Coll","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Miguel Contreras Coll","L'Armentera","lucia@mailintaor.com","","La Salle","CFA2A"
"1","84414540719","Blanco Pascual, Lluc","12/08/1999","Miro Castillo, Malak","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lluc Grau Bermudez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Lluc Grau Bermudez","L'Armentera","lluc@mailintaor.com","","La Salle","CFA2A"
"1","81231388408","Ramon Valles, Ayman","07/12/1997","Galvez Ramirez, Valentina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martina Dominguez Acosta","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Martina Dominguez Acosta","L'Armentera","ayman@mailintaor.com","","La Salle","CFA2A"
"1","72632792688","Aparicio Rius, Diego","31/03/1999","Esteban Guzman, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergi Rodriguez Rojas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Sergi Rodriguez Rojas","L'Armentera","diego@mailintaor.com","","La Salle","CFA2A"
"1","99954911811","Ribas Arias, Leo","09/10/1997","Pla Valencia, Judith","+34 XXXXXXX","+34 XXXXXXX","c/ del General Nora Garriga Barrera","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Nora Garriga Barrera","L'Armentera","leo@mailintaor.com","","La Salle","CFA2A"
"1","45505796588","Escudero Sans, Aitor","14/03/1992","Abad Moya, Nil","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pol Codina Bosch","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Pol Codina Bosch","L'Armentera","aitor@mailintaor.com","","La Salle","CFA2A"
"1","91395401753","Rios Torres, Víctor","28/03/1998","Vila Bueno, Mariona","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bruno Soria Esteve","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Bruno Soria Esteve","L'Armentera","victor@mailintaor.com","","La Salle","CFA2A"
