"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE","18_DOC. IDENTITAT","19_CP","23_PARENTIU RESP. 1","24_DOC. IDENTITAT RESP. 1","25_ADREÇA RESP. 1","26_LOCALITAT RESP. 1","27_MUNICIPI RESP. 1","28_CP RESP. 1","29_PARENTIU RESP. 2","30_DOC. IDENTITAT RESP. 2","31_ADREÇA RESP. 2","32_LOCALITAT RESP. 2","33_MUNICIPI RESP. 2","34_CP RESP. 2"
"1","50975239501","Calvo Sans, Eloi","21/04/2006","Rios Mata, Andrea","+34 XXXXXXX","+34 XXXXXXX","andrea@mailintaor.com","Serra Beltran, Adam","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Adam Serra Beltran","L'Armentera","Albanyà","eloi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B","79278328N","53833","Mare","77780297X","c/ de l'aviador Adam Serra Beltran","L'Armentera","Albanyà","76079","Mare","72351725G","c/ de l'aviador Adam Serra Beltran","L'Armentera","Albanyà","07246"
"1","31735181594","Soto Bermudez, Eva","25/11/2012","Molina Vicente, Sara","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Diez Heredia, Diego","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Diego Diez Heredia","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","71056763B","79386","Mare","77278393X","c/ de l'aviador Diego Diez Heredia","L'Armentera","Albanyà","50165","Mare","75578954D","c/ de l'aviador Diego Diez Heredia","L'Armentera","Albanyà","91856"
"1","79731506918","Vera Blanch, Roc","11/09/2006","Ribas Gracia, Leire","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Herrera Oliva, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Bruna Herrera Oliva","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","77742386F","13354","Mare","70586047N","c/ de l'aviador Bruna Herrera Oliva","L'Armentera","Albanyà","77808","Mare","72905263W","c/ de l'aviador Bruna Herrera Oliva","L'Armentera","Albanyà","63432"
"1","18325815482","Pons Morales, Iker","11/09/2012","Crespo Prieto, Carlota","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Gomez Pla, Elena","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Elena Gomez Pla","L'Armentera","Albanyà","iker@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","74001685G","37617","Mare","71511278F","c/ de l'aviador Elena Gomez Pla","L'Armentera","Albanyà","96798","Pare","76895663T","c/ de l'aviador Elena Gomez Pla","L'Armentera","Albanyà","99431"
"1","28537618821","Reina Sans, Gisela","13/04/2010","Comas Costa, Ian","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Fuentes Hurtado, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Daniel Fuentes Hurtado","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","70338813N","64940","Pare","77313886T","c/ de l'aviador Daniel Fuentes Hurtado","L'Armentera","Albanyà","83593","Pare","77799701M","c/ de l'aviador Daniel Fuentes Hurtado","L'Armentera","Albanyà","00942"
"1","17465343448","Piñol Domingo, Pablo","11/11/2005","Herrero Vazquez, Xavier","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Maldonado Cruz, Judith","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Judith Maldonado Cruz","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","74230976R","41076","Mare","79231660R","c/ de l'aviador Judith Maldonado Cruz","L'Armentera","Albanyà","10791","Pare","72546186B","c/ de l'aviador Judith Maldonado Cruz","L'Armentera","Albanyà","83999"
"1","60583104394","Exposito Palau, Noa","28/03/2011","Izquierdo Bonet, Eva","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Hernandez Galan, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Guillem Hernandez Galan","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","74483527R","69440","Pare","74686478D","c/ de l'aviador Guillem Hernandez Galan","L'Armentera","Albanyà","85734","Mare","76302256G","c/ de l'aviador Guillem Hernandez Galan","L'Armentera","Albanyà","79314"
"1","66614991208","Mir Oliva, Albert","07/07/2007","Abad Alonso, Ainara","+34 XXXXXXX","+34 XXXXXXX","ainara@mailintaor.com","Guerra Montoya, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Blanca Guerra Montoya","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","77816683D","97575","Mare","71338353P","c/ de l'aviador Blanca Guerra Montoya","L'Armentera","Albanyà","83692","Pare","72288824X","c/ de l'aviador Blanca Guerra Montoya","L'Armentera","Albanyà","35190"
"1","49322475106","Ribas Ventura, Roc","28/05/2012","Pujol Alarcon, Lola","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Soto Ruiz, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Miquel Soto Ruiz","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","77067169X","36044","Pare","79449175T","c/ de l'aviador Miquel Soto Ruiz","L'Armentera","Albanyà","53125","Mare","72714068B","c/ de l'aviador Miquel Soto Ruiz","L'Armentera","Albanyà","48331"
"1","11923429739","Bravo Sancho, Joel","30/12/2011","Diez Luque, Albert","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Nadal Cabrera, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Arnau Nadal Cabrera","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","72653384B","33862","Pare","76776000W","c/ de l'aviador Arnau Nadal Cabrera","L'Armentera","Albanyà","07654","Pare","72230154D","c/ de l'aviador Arnau Nadal Cabrera","L'Armentera","Albanyà","89561"
"1","29650870819","Ros Padilla, Adrià","13/12/2005","Sanchez Iglesias, Ona","+34 XXXXXXX","+34 XXXXXXX","ona@mailintaor.com","Hurtado Rivas, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Gisela Hurtado Rivas","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","79513718B","67130","Pare","70768843W","c/ de l'aviador Gisela Hurtado Rivas","L'Armentera","Albanyà","72175","Pare","78439735X","c/ de l'aviador Gisela Hurtado Rivas","L'Armentera","Albanyà","24351"
"1","19008268685","Cuenca Rosell, Erik","12/08/2007","Sans Carrasco, Bernat","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Sanchez Mendoza, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Leyre Sanchez Mendoza","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","75430038P","84706","Mare","74062191P","c/ de l'aviador Leyre Sanchez Mendoza","L'Armentera","Albanyà","45978","Mare","79681909P","c/ de l'aviador Leyre Sanchez Mendoza","L'Armentera","Albanyà","15647"
"1","40565776345","Puig Santos, Sergio","10/09/2012","Carrillo Vargas, Blanca","+34 XXXXXXX","+34 XXXXXXX","blanca@mailintaor.com","Singh Heredia, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Samuel Singh Heredia","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","76828646B","77885","Mare","78405960D","c/ de l'aviador Samuel Singh Heredia","L'Armentera","Albanyà","64684","Pare","79954572D","c/ de l'aviador Samuel Singh Heredia","L'Armentera","Albanyà","06015"
"1","27459585530","Robles Jimenez, Cristina","23/06/2012","Sancho Barrera, Isaac","+34 XXXXXXX","+34 XXXXXXX","isaac@mailintaor.com","Cabello Medina, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Ismael Cabello Medina","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","79241887X","70333","Mare","74927840T","c/ de l'aviador Ismael Cabello Medina","L'Armentera","Albanyà","95025","Pare","70636752G","c/ de l'aviador Ismael Cabello Medina","L'Armentera","Albanyà","04936"
"1","42277606305","Requena Mora, Quim","20/09/2012","Domingo Castillo, Axel","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Pujol Mendez, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Guillem Pujol Mendez","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","78990345M","26521","Pare","75199687G","c/ de l'aviador Guillem Pujol Mendez","L'Armentera","Albanyà","66461","Pare","78166447P","c/ de l'aviador Guillem Pujol Mendez","L'Armentera","Albanyà","48711"
"1","94998136530","Roig Mata, Adrián","07/04/2011","Casas Alsina, Javier","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Vega Diaz, Leo","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Leo Vega Diaz","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","76080272P","15115","Pare","77905358B","c/ de l'aviador Leo Vega Diaz","L'Armentera","Albanyà","18272","Pare","77625983Y","c/ de l'aviador Leo Vega Diaz","L'Armentera","Albanyà","17259"
"1","91139523846","Alarcon Borras, Alexandra","23/10/2005","Flores Delgado, Víctor","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Cabrera Santamaria, Laura","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Laura Cabrera Santamaria","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","72891337N","68577","Mare","74927840T","c/ de l'aviador Laura Cabrera Santamaria","L'Armentera","Albanyà","60778","Mare","79571909R","c/ de l'aviador Laura Cabrera Santamaria","L'Armentera","Albanyà","54930"
"1","14402990806","Salas Prat, Martí","13/02/2006","Mata Valles, Mohamed","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Murillo Oliver, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Ainhoa Murillo Oliver","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","76605328F","38830","Mare","78131225A","c/ de l'aviador Ainhoa Murillo Oliver","L'Armentera","Albanyà","24895","Pare","73061949N","c/ de l'aviador Ainhoa Murillo Oliver","L'Armentera","Albanyà","96732"
"1","71822957615","Villar Guerra, Aleix","22/11/2007","Alsina Segura, Ian","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Mata Herrero, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Álvaro Mata Herrero","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","79529801T","37269","Mare","71490669A","c/ de l'aviador Álvaro Mata Herrero","L'Armentera","Albanyà","64294","Pare","76371722B","c/ de l'aviador Álvaro Mata Herrero","L'Armentera","Albanyà","22477"
"1","29819239694","Ventura Pacheco, Ana","31/12/2008","Bravo Carbonell, Aina","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Torres Vidal, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Lucía Torres Vidal","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","73753365X","18513","Pare","74764498A","c/ de l'aviador Lucía Torres Vidal","L'Armentera","Albanyà","98945","Mare","78076361N","c/ de l'aviador Lucía Torres Vidal","L'Armentera","Albanyà","50266"
"1","37898175176","Serrano Santiago, Carlota","11/07/2011","Cortes Casas, Jaume","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Vila Camps, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Lucía Vila Camps","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","78365896B","52553","Pare","75846645G","c/ de l'aviador Lucía Vila Camps","L'Armentera","Albanyà","54887","Mare","70771926G","c/ de l'aviador Lucía Vila Camps","L'Armentera","Albanyà","05941"
"1","75826962214","Vazquez Riera, Valentina","14/03/2011","Calderon Guzman, Axel","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Ventura Ramos, Jana","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Jana Ventura Ramos","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","75329400A","30377","Mare","71441641B","c/ de l'aviador Jana Ventura Ramos","L'Armentera","Albanyà","62267","Pare","76545716T","c/ de l'aviador Jana Ventura Ramos","L'Armentera","Albanyà","26779"
"1","43620704254","Piñol Acosta, Jana","13/09/2007","Ventura Avila, Biel","+34 XXXXXXX","+34 XXXXXXX","biel@mailintaor.com","Beltran Rueda, Inés","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Inés Beltran Rueda","L'Armentera","Albanyà","jana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","74546136W","25662","Pare","79076903D","c/ de l'aviador Inés Beltran Rueda","L'Armentera","Albanyà","08241","Pare","79583604D","c/ de l'aviador Inés Beltran Rueda","L'Armentera","Albanyà","76258"
"1","73191191145","Arroyo Hernandez, Bruno","10/06/2011","Juan Rivera, Jordi","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Gomez Planas, Elena","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Elena Gomez Planas","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","72619034F","63964","Pare","71164313N","c/ de l'aviador Elena Gomez Planas","L'Armentera","Albanyà","56508","Pare","78163285M","c/ de l'aviador Elena Gomez Planas","L'Armentera","Albanyà","50103"
"1","58685191986","Alba Garrido, Cristina","25/05/2005","Salas Diaz, Jan","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Esteban Mir, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Cristina Esteban Mir","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A","72031080G","65388","Mare","75247288N","c/ de l'aviador Cristina Esteban Mir","L'Armentera","Albanyà","45004","Mare","79908961W","c/ de l'aviador Cristina Esteban Mir","L'Armentera","Albanyà","27634"
"1","59997701830","Exposito Espinosa, David","03/09/2009","Lorenzo Dalmau, Arlet","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Parra Santos, Anna","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Anna Parra Santos","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","78897475F","91907","Pare","79529725W","c/ de l'aviador Anna Parra Santos","L'Armentera","Albanyà","99835","Mare","79052316M","c/ de l'aviador Anna Parra Santos","L'Armentera","Albanyà","82175"
"1","44926843343","Ruiz Vazquez, Xavier","15/06/2005","Bosch Aranda, Emma","+34 XXXXXXX","+34 XXXXXXX","emma@mailintaor.com","Ortega Ribera, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Ainhoa Ortega Ribera","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","71756161D","31497","Pare","73179378N","c/ de l'aviador Ainhoa Ortega Ribera","L'Armentera","Albanyà","29436","Mare","79231660R","c/ de l'aviador Ainhoa Ortega Ribera","L'Armentera","Albanyà","19693"
"1","98045862904","Silva Alonso, Xavi","15/02/2009","Ordoñez Gallego, Pablo","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Soler Castaño, Alan","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Alan Soler Castaño","L'Armentera","Albanyà","xavi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","76976669A","93315","Mare","78193480R","c/ de l'aviador Alan Soler Castaño","L'Armentera","Albanyà","74854","Mare","75846645G","c/ de l'aviador Alan Soler Castaño","L'Armentera","Albanyà","21432"
"1","35746056613","Caballero Valencia, Nora","22/09/2012","Quintana Badia, Bruno","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Benito Casanova, Roc","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Roc Benito Casanova","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","74913654X","42347","Pare","76181620P","c/ de l'aviador Roc Benito Casanova","L'Armentera","Albanyà","13498","Mare","77797054X","c/ de l'aviador Roc Benito Casanova","L'Armentera","Albanyà","87651"
"1","56555592089","Padilla Carrasco, Nora","25/09/2011","Pozo Villanueva, Álvaro","+34 XXXXXXX","+34 XXXXXXX","alvaro@mailintaor.com","Zamora Campos, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Bernat Zamora Campos","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","70352391M","24246","Mare","74678939X","c/ de l'aviador Bernat Zamora Campos","L'Armentera","Albanyà","43678","Pare","70828005R","c/ de l'aviador Bernat Zamora Campos","L'Armentera","Albanyà","81593"
"1","20430658184","Blanch Lazaro, Ona","31/12/2009","Luque Prat, Elena","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Quintana Guerra, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Arnau Quintana Guerra","L'Armentera","Albanyà","ona@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","78286205X","04518","Mare","72075911B","c/ de l'aviador Arnau Quintana Guerra","L'Armentera","Albanyà","24107","Mare","72131243W","c/ de l'aviador Arnau Quintana Guerra","L'Armentera","Albanyà","47700"
"1","18101574373","Avila Diez, Iker","31/03/2007","Gomez Guerrero, Diego","+34 XXXXXXX","+34 XXXXXXX","diego@mailintaor.com","Gil Codina, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Isaac Gil Codina","L'Armentera","Albanyà","iker@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","72531316T","30062","Pare","70698228A","c/ de l'aviador Isaac Gil Codina","L'Armentera","Albanyà","25228","Pare","71362300D","c/ de l'aviador Isaac Gil Codina","L'Armentera","Albanyà","85885"
"1","67371104297","Blanco Blasco, Aina","30/01/2008","Camacho Colomer, Sara","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Serrano Navas, Izan","+34 XXXXZZZZ","+34 XXXXLLL","izan@mailintaor.com","c/ de l'aviador Izan Serrano Navas","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","70375408N","69591","Mare","74909963B","c/ de l'aviador Izan Serrano Navas","L'Armentera","Albanyà","51623","Pare","76544284B","c/ de l'aviador Izan Serrano Navas","L'Armentera","Albanyà","35091"
"1","57960003720","Exposito Marquez, Bruna","25/08/2008","Prieto Zamora, Cristina","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Valles Rodriguez, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Jordi Valles Rodriguez","L'Armentera","Albanyà","bruna@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","73334574R","48221","Mare","75225731D","c/ de l'aviador Jordi Valles Rodriguez","L'Armentera","Albanyà","92110","Mare","78832400X","c/ de l'aviador Jordi Valles Rodriguez","L'Armentera","Albanyà","70230"
"1","58099532610","Benito Reyes, Jordi","08/12/2011","Campos Jurado, Leire","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Rios Delgado, Lluc","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Lluc Rios Delgado","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","73833834D","81516","Pare","76490964G","c/ de l'aviador Lluc Rios Delgado","L'Armentera","Albanyà","08991","Mare","78204019X","c/ de l'aviador Lluc Rios Delgado","L'Armentera","Albanyà","36293"
"1","17118850651","Prat Gimeno, Adrián","23/03/2005","Rubio Esteve, Carlota","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Linares Soto, Sergio","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Sergio Linares Soto","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B","74462100B","65774","Pare","70657490F","c/ de l'aviador Sergio Linares Soto","L'Armentera","Albanyà","77606","Mare","79224642A","c/ de l'aviador Sergio Linares Soto","L'Armentera","Albanyà","84739"
"1","55189380870","Salas Garriga, Miguel","11/09/2005","Arias Soler, Rayan","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Nuñez Arias, Izan","+34 XXXXZZZZ","+34 XXXXLLL","izan@mailintaor.com","c/ de l'aviador Izan Nuñez Arias","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","78460835B","87757","Pare","70638535Y","c/ de l'aviador Izan Nuñez Arias","L'Armentera","Albanyà","71737","Pare","78801067F","c/ de l'aviador Izan Nuñez Arias","L'Armentera","Albanyà","97846"
"1","40541580801","Miguel Vicente, Quim","14/08/2007","Roldan Andreu, Ariadna","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Quintana Puig, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Lucía Quintana Puig","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","75110854T","72678","Pare","77083411W","c/ de l'aviador Lucía Quintana Puig","L'Armentera","Albanyà","82430","Pare","70071193X","c/ de l'aviador Lucía Quintana Puig","L'Armentera","Albanyà","80671"
"1","80908217259","Arenas Santamaria, Mohamed","22/01/2005","Puig Rojas, Sergio","+34 XXXXXXX","+34 XXXXXXX","sergio@mailintaor.com","Cuevas Ponce, Axel","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Axel Cuevas Ponce","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","74100517X","35855","Pare","74654173D","c/ de l'aviador Axel Cuevas Ponce","L'Armentera","Albanyà","00505","Mare","76054148R","c/ de l'aviador Axel Cuevas Ponce","L'Armentera","Albanyà","49212"
"1","26399678193","Valls Casanova, Paula","26/10/2005","Flores Benito, Nerea","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Valverde Duran, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Daniela Valverde Duran","L'Armentera","Albanyà","paula@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","70831260Y","69682","Pare","78356671A","c/ de l'aviador Daniela Valverde Duran","L'Armentera","Albanyà","88690","Mare","79014898R","c/ de l'aviador Daniela Valverde Duran","L'Armentera","Albanyà","78152"
"1","52010442653","Santamaria Villar, Dídac","22/05/2007","Alsina Bermudez, Pol","+34 XXXXXXX","+34 XXXXXXX","pol@mailintaor.com","Plaza Badia, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Samuel Plaza Badia","L'Armentera","Albanyà","didac@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","76069247F","41077","Mare","79681909P","c/ de l'aviador Samuel Plaza Badia","L'Armentera","Albanyà","44494","Pare","70181780Y","c/ de l'aviador Samuel Plaza Badia","L'Armentera","Albanyà","79388"
"1","54765605111","Santiago Montero, Laia","25/08/2005","Calvo Silva, Mario","+34 XXXXXXX","+34 XXXXXXX","mario@mailintaor.com","Roca Guerrero, Leo","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Leo Roca Guerrero","L'Armentera","Albanyà","laia@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","77716621P","62955","Pare","71388396R","c/ de l'aviador Leo Roca Guerrero","L'Armentera","Albanyà","45244","Mare","76706402Y","c/ de l'aviador Leo Roca Guerrero","L'Armentera","Albanyà","41054"
"1","33096473185","Pla Carrasco, Helena","25/12/2008","Reina Rivas, Alan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Camps Izquierdo, Sergio","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Sergio Camps Izquierdo","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","77780871N","93183","Mare","71823880B","c/ de l'aviador Sergio Camps Izquierdo","L'Armentera","Albanyà","38846","Mare","76420837N","c/ de l'aviador Sergio Camps Izquierdo","L'Armentera","Albanyà","12263"
"1","14530028644","Carrasco Serra, Izan","05/06/2007","Delgado Domingo, Adriana","+34 XXXXXXX","+34 XXXXXXX","adriana@mailintaor.com","Iglesias Alonso, Sara","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Sara Iglesias Alonso","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","73633825M","67607","Mare","76776000W","c/ de l'aviador Sara Iglesias Alonso","L'Armentera","Albanyà","70298","Pare","75578954D","c/ de l'aviador Sara Iglesias Alonso","L'Armentera","Albanyà","23177"
"1","77850267506","Franco Alvarez, Marc","01/04/2012","Colomer Torres, Alan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Casas Cortes, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Daniela Casas Cortes","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A","76895967M","89018","Mare","70815096R","c/ de l'aviador Daniela Casas Cortes","L'Armentera","Albanyà","67766","Mare","78540984W","c/ de l'aviador Daniela Casas Cortes","L'Armentera","Albanyà","95073"
